ASV	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_05364	Eukaryota	Stramenopiles	Pseudofungi	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_XX	MAST-2D_XX_sp.
ASV_05365	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	NA	NA
ASV_05366	Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B_X_Group-Ic	RAD-B_X_Group-Ic_X	RAD-B_X_Group-Ic_X_sp.
ASV_05367	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA
ASV_05368	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA
ASV_05369	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Bacillaria	Bacillaria_paxillifer
ASV_05370	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
ASV_05371	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05372	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Delphineis	Delphineis_sp.
ASV_05373	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05374	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_imperforata
ASV_05375	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
ASV_05376	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	NA	NA	NA	NA
ASV_05377	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Tintinnidiidae	Tintinnidium	Tintinnidium_mucicola
ASV_05378	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Cyrtophoria_1	Pithitidae	Pithites	Pithites_vorax
ASV_05379	Eukaryota	Amoebozoa	Lobosa	Discosea-Flabellinia	NA	NA	NA	NA
ASV_05380	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Oblongichytrida	Oblongichytridiaceae	Oblongichytrium	Oblongichytrium_sp.
ASV_05381	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05382	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	NA	NA
ASV_05383	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Massiteriidae	Massiteriidae_X	Massiteriidae_X_sp.
ASV_05384	Eukaryota	Amoebozoa	Lobosa	Lobosa_X	Himatismenida	Parvamoebidae	Parvamoeba	Parvamoeba_sp.
ASV_05385	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
ASV_05386	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05387	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV_05388	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Euplotia	Aspidiscidae	Aspidisca	NA
ASV_05389	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05390	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05391	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05392	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
ASV_05393	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05394	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Borokales	Borokaceae	Borokaceae_X	Borokaceae_X_sp.
ASV_05395	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
ASV_05396	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Thraustochytriaceae_LAB17	Thraustochytriaceae_LAB17_sp.
ASV_05397	Eukaryota	Archaeplastida	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Ceramium	Ceramium_rubrum
ASV_05398	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05399	Eukaryota	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Hanseniaspora	Hanseniaspora_uvarum
ASV_05400	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	NA	NA	NA
ASV_05401	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Thraustochytriaceae_LAB17	Thraustochytriaceae_LAB17_sp.
ASV_05402	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix_tenuilepis
ASV_05403	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA
ASV_05404	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05405	Eukaryota	Alveolata	NA	NA	NA	NA	NA	NA
ASV_05406	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes_X	Labyrinthulomycetes_X_LAB4	Labyrinthulomycetes_X_LAB4_X	Labyrinthulomycetes_X_LAB4_X_sp.
ASV_05407	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05408	Eukaryota	Opisthokonta	Metazoa	Mollusca	Gastropoda	Nudibranchia	NA	NA
ASV_05409	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.
ASV_05410	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA
ASV_05411	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-4	Dino-Group-II-Clade-4_X	Dino-Group-II-Clade-4_X_sp.
ASV_05412	Eukaryota	Opisthokonta	Fungi	Basidiomycota	Ustilaginomycotina	Ustilaginomycetes	Pseudozyma	Pseudozyma_sp.
ASV_05413	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05414	Eukaryota	Opisthokonta	Metazoa	Nemertea	Nemertea_X	Nemertea_XX	Cephalothrix	NA
ASV_05415	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	NA
ASV_05416	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Novel-Gran-234	Novel-Gran-234_X	Novel-Gran-234_X_sp.
ASV_05417	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Coelastrella	Coelastrella_saipanensis
ASV_05418	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05419	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
ASV_05420	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
ASV_05421	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp.2
ASV_05422	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05423	Eukaryota	Archaeplastida	Streptophyta	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Pinus	NA
ASV_05424	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_05425	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.
ASV_05426	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Streptophyta_XX	Streptophyta_XXX	Streptophyta_XXXX	Streptophyta_XXXX_sp.
ASV_05427	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
ASV_05428	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Gregarinomorphea_X	Gregarinomorphea_XX	Selenidium1	Selenidium1_boccardiellae
ASV_05429	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Pectinaria	Pectinaria_gouldii
ASV_05430	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Protoperidiniaceae	Protoperidinium	Protoperidinium_punctulatum
ASV_05431	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05432	Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX	Cryptomycotina_XX_sp.
ASV_05433	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05434	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
ASV_05435	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_sp.
ASV_05436	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
ASV_05437	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	NA
ASV_05438	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Amphidomataceae	Azadinium	NA
ASV_05439	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Plagiogrammopsis	Plagiogrammopsis_vanheurckii
ASV_05440	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_1	Philasterida	Parauronema	Parauronema_longum
ASV_05441	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05442	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	NA	NA	NA	NA
ASV_05443	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05444	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05445	Bacteria	Bacteria_X	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia_sp.
ASV_05446	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05447	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05448	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05449	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05450	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05451	Eukaryota	Rhizaria	Radiolaria	Polycystinea	Spumellaria	Actinommidae	Actinomma	Actinomma_boreale
ASV_05452	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-7	Dino-Group-II-Clade-7_X	Dino-Group-II-Clade-7_X_sp.
ASV_05453	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	Muricauda_sp.
ASV_05454	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05455	Eukaryota	Stramenopiles	Pseudofungi	MAST-2	MAST-2C	MAST-2C_X	MAST-2C_XX	MAST-2C_XX_sp.
ASV_05456	Eukaryota	Opisthokonta	Fungi	Fungi_X	Fungi_XX	Fungi_XXX	NA	NA
ASV_05457	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA
ASV_05458	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Clydaea	Clydaea_vesicula
ASV_05459	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05460	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
ASV_05461	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	Mamiella_gilva
ASV_05462	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05463	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_05464	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_05465	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Centroheliozoa_XX	Centroheliozoa_XXX	Centroheliozoa_XXXX	Centroheliozoa_XXXX_sp.
ASV_05466	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05467	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_sp.
ASV_05468	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	NA
ASV_05469	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-2	Apusomonadidae_Group-2B	Apusomonadidae_Group-2B_X	Apusomonadidae_Group-2B_XX	Apusomonadidae_Group-2B_XX_sp.
ASV_05470	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05471	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05472	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_R	Strombidium_R	NA
ASV_05473	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV_05474	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05475	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
ASV_05476	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Pectinaria	Pectinaria_koreni
ASV_05477	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
ASV_05478	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05479	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_05480	Eukaryota	Stramenopiles	NA	NA	NA	NA	NA	NA
ASV_05481	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Falcomonas	Falcomonas_daucoides
ASV_05482	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Apatococcus	Apatococcus_lobatus
ASV_05483	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Dictyochloropsis	Dictyochloropsis_sp.
ASV_05484	Eukaryota	Amoebozoa	Lobosa	Tubulinea	NA	NA	NA	NA
ASV_05485	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05486	Eukaryota	Stramenopiles	Sagenista	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XXX	MAST-6_XXX_sp.
ASV_05487	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Microthamniales	Microthamniales_X	Trebouxia	Trebouxia_sp.
ASV_05488	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05489	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Amphifilida	Amphifilaceae	NA	NA
ASV_05490	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_vacillans
ASV_05491	Eukaryota	Archaeplastida	Chlorophyta	Ulvophyceae	Ulvales-relatives	Ulvales-relatives_X	Dilabifilum	Dilabifilum_arthropyreniae
ASV_05492	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium_chlorophorum
ASV_05493	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicoecaceae_X	Bicoecaceae_X_sp.
ASV_05494	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Labyrinthulaceae_ANT10_3	Labyrinthulaceae_ANT10_3_sp.
ASV_05495	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_X	Thalassomyxa	Thalassomyxa_sp.
ASV_05496	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_05497	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
ASV_05498	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastix	Dolichomastix_tenuilepis
ASV_05499	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
ASV_05500	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_sp.
ASV_05501	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
ASV_05502	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_concaviuscula
ASV_05503	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
ASV_05504	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_05505	Eukaryota	Stramenopiles	Opalozoa	Bicoecea	Bicoecales	Bicoecaceae	Bicosoeca	Bicosoeca_vacillans
ASV_05506	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissuridae_X	Ventrifissuridae_X_sp.
ASV_05507	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	NA
ASV_05508	Eukaryota	Rhizaria	Cercozoa	Endomyxa	Vampyrellida	Vampyrellida_X	Thalassomyxa	Thalassomyxa_sp.
ASV_05509	Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX	Cryptomycotina_XX_sp.
ASV_05510	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05511	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV_05512	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05513	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Peronosporales	Phytophthora	NA
ASV_05514	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Dolichomastigales	Dolichomastigaceae	Dolichomastigaceae-B	Dolichomastigaceae-B_sp.
ASV_05515	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Prymnesiaceae_X	Prymnesiaceae_X_sp.
ASV_05516	Eukaryota	Alveolata	Ciliophora	NA	NA	NA	NA	NA
ASV_05517	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Crustacea_X	Crustacea_XX	Crustacea_XX_sp.
ASV_05518	Eukaryota	Alveolata	Ciliophora	Oligohymenophorea	Peritrichia_2	Sessilida	Vorticellides	Vorticellides_astyliformis
ASV_05519	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
ASV_05520	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
ASV_05521	Bacteria	Bacteria_X	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_X	Flavobacteriaceae_X_sp.
ASV_05522	Eukaryota	Rhizaria	Cercozoa	Filosa	Filosa_X	Filosa_XX	Discomonas	Discomonas_retusa
ASV_05523	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05524	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05525	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05526	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_05527	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	Navicula_cryptocephala_var._veneta
ASV_05528	Eukaryota	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV_05529	Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Ephelotidae	Ephelota	Ephelota_plana
ASV_05530	Eukaryota	Opisthokonta	Metazoa	NA	NA	NA	NA	NA
ASV_05531	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	NA	NA
ASV_05532	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Craspedida	Monosigidae_Group_B	Monosigidae_Group_B_X	Monosigidae_Group_B_X_sp.
ASV_05533	Eukaryota	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	NA
ASV_05534	Eukaryota	Apusozoa	Apusomonadidae	Apusomonadidae_Group-1	Apusomonadidae_Group-1_X	Apusomonadidae_Group-1_XX	Apusomonadidae_Group-1_XXX	Apusomonadidae_Group-1_XXX_sp.
ASV_05535	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Nitzschia	Nitzschia_linearis
ASV_05536	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Novel-Clade-4	Novel-Clade-4_X	Novel-Clade-4_X_sp.
ASV_05537	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Navicula	NA
ASV_05538	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_05539	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_dominans
ASV_05540	Eukaryota	Stramenopiles	Opalozoa	MAST-12	MAST-12B	MAST-12B_X	MAST-12B_XX	MAST-12B_XX_sp.
ASV_05541	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_05542	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Pseudoperkinsidae	Sphaeroforma	Sphaeroforma_sp.
ASV_05543	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulomycetes_X	Labyrinthulomycetes_X_LAB1/6/8	Labyrinthulomycetes_X_LAB1	Labyrinthulomycetes_X_LAB1_sp.
ASV_05544	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
ASV_05545	Eukaryota	Rhizaria	Cercozoa	Filosa-Granofilosea	Filosa-Granofilosea_X	Massiteriidae	Massisteria	Massisteria_marina
ASV_05546	Eukaryota	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Askenasia	Askenasia_sp.
ASV_05547	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_H	Stephanoecidae_Group_H_X	Stephanoecidae_Group_H_X_sp.
ASV_05548	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05549	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
ASV_05550	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
ASV_05551	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Lecudinidae	Lecudinidae_X	Lecudinidae_X_sp.
ASV_05552	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Filosa-Thecofilosea_XX	Filosa-Thecofilosea_XXX	Filosa-Thecofilosea_XXX_sp.
ASV_05553	Eukaryota:nucl	Hacrobia:nucl	Cryptophyta:nucl	Cryptophyceae:nucl	Cryptomonadales:nucl	Hemiselmidaceae:nucl	Hemiselmis:nucl	Hemiselmis_sp.:nucl
ASV_05554	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-5	Dino-Group-I-Clade-5_X	Dino-Group-I-Clade-5_X_sp.
ASV_05555	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05556	Eukaryota	Stramenopiles	Pseudofungi	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_XX	MAST-2D_XX_sp.
ASV_05557	Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX	Cryptomycotina_XX_sp.
ASV_05558	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-V	Dino-Group-V_X	Dino-Group-V_XX	Dino-Group-V_XX_sp.
ASV_05559	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05560	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	NA	NA	NA	NA
ASV_05561	Eukaryota	Rhizaria	Radiolaria	RAD-B	RAD-B_X	RAD-B_X_Group-Ib	RAD-B_X_Group-Ib_X	RAD-B_X_Group-Ib_X_sp.
ASV_05562	Eukaryota	NA	NA	NA	NA	NA	NA	NA
ASV_05563	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05564	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-21	Dino-Group-II-Clade-21_X	Dino-Group-II-Clade-21_X_sp.
ASV_05565	NA	NA	NA	NA	NA	NA	NA	NA
ASV_05566	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-23	Dino-Group-II-Clade-23_X	Dino-Group-II-Clade-23_X_sp.
ASV_05567	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	NA	NA	NA
ASV_05568	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_05569	Eukaryota	Opisthokonta	Fungi	Cryptomycota	Cryptomycotina	Cryptomycotina_X	Cryptomycotina_XX	Cryptomycotina_XX_sp.
ASV_05570	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
