ASV	Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
ASV_00001	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
ASV_00002	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA
ASV_00003	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Acartia	Acartia_tonsa
ASV_00004	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Paracalanus	Paracalanus_parvus
ASV_00005	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_spirale
ASV_00006	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium_chlorophorum
ASV_00007	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_00008	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00009	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_pygmaea
ASV_00010	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	Temora_longicornis
ASV_00011	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_debilis
ASV_00012	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00013	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria_tripartita
ASV_00014	Eukaryota	Stramenopiles	Pseudofungi	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_XX	MAST-2D_XX_sp.
ASV_00015	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_00016	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Bathycoccus	Bathycoccus_prasinos
ASV_00017	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
ASV_00018	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_00019	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema	Skeletonema_marinoi
ASV_00020	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	Minidiscus_variabilis
ASV_00021	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pseudocalanus	Pseudocalanus_elongatus
ASV_00022	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_debilis_1
ASV_00023	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_punctigera
ASV_00024	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
ASV_00025	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00026	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
ASV_00027	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa
ASV_00028	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
ASV_00029	Eukaryota	Stramenopiles	Ochrophyta	MOCH-3	MOCH-3_X	MOCH-3_XX	MOCH-3_XXX	MOCH-3_XXX_sp.
ASV_00030	Eukaryota	Archaeplastida	Rhodophyta	Rhodellophyceae	Rhodellales	Rhodellales_X	Rhodella	Rhodella_violacea
ASV_00031	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Picochlorum	Picochlorum_sp.
ASV_00032	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_commoda_A2
ASV_00033	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	Biecheleria_sp.
ASV_00034	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_00035	Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3I	MAST-3I_X	MAST-3I_XX	MAST-3I_XX_sp.
ASV_00036	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
ASV_00037	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	NA	NA
ASV_00038	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Eurychasmales	Eurychasma	Eurychasma_dicksonii
ASV_00039	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
ASV_00040	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-3	Dino-Group-I-Clade-3_X	Dino-Group-I-Clade-3_X_sp.
ASV_00041	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	NA	NA
ASV_00042	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	NA
ASV_00043	Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus_anophagefferens
ASV_00044	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
ASV_00045	Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-F	Paraphysomonas	Paraphysomonas_imperforata
ASV_00046	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minutocellus	Minutocellus_polymorphus
ASV_00047	Eukaryota	Opisthokonta	Metazoa	Cnidaria	Cnidaria_X	Hydrozoa	NA	NA
ASV_00048	Eukaryota	Rhizaria	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.
ASV_00049	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_chromatophora
ASV_00050	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_minima
ASV_00051	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X	Telonemia-Group-1_X_sp.
ASV_00052	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
ASV_00053	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Amphisoleniaceae	Amphisoleniaceae_X	Amphisoleniaceae_X_sp.
ASV_00054	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
ASV_00055	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Acartia	Acartia_clausii
ASV_00056	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Plagioselmis	Plagioselmis_prolonga
ASV_00057	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_00058	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_dominans
ASV_00059	Eukaryota	Opisthokonta	NA	NA	NA	NA	NA	NA
ASV_00060	Eukaryota	Opisthokonta	Metazoa	Brachiopoda	Brachiopoda_X	Brachiopoda_XX	Phoronis	NA
ASV_00061	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00062	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Amphisoleniaceae	Amphisoleniaceae_X	Amphisoleniaceae_X_sp.
ASV_00063	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	Minidiscus_spinulatus
ASV_00064	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	Temora_longicornis
ASV_00065	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
ASV_00066	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
ASV_00067	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_socialis
ASV_00068	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas_sp.
ASV_00069	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
ASV_00070	Eukaryota	Opisthokonta	Metazoa	Platyhelminthes	Turbellaria	Macrostomorpha	Microstomum	Microstomum_papillosum
ASV_00071	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1A	MAST-1A_X	MAST-1A_XX	MAST-1A_XX_sp.
ASV_00072	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
ASV_00073	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00074	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_aestivalis
ASV_00075	Eukaryota	Alveolata	Apicomplexa	Gregarinomorphea	Gregarinomorphea_X	Gregarinomorphea_XX	Selenidium1	Selenidium1_sp.
ASV_00076	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_gelidus
ASV_00077	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_hiranoi
ASV_00078	Eukaryota	Archaeplastida	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinoderma	Prasinoderma_coloniale
ASV_00079	Eukaryota	Opisthokonta	Metazoa	Bryozoa	Bryozoa_X	Bryozoa_XX	Electra	Electra_pilosa
ASV_00080	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
ASV_00081	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Protodrilus	Protodrilus_ciliatus
ASV_00082	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Centropages	Centropages_hamatus
ASV_00083	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Brachionus	Brachionus_plicatilis
ASV_00084	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
ASV_00085	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_lorenzianus_2
ASV_00086	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Calanus	Calanus_helgolandicus
ASV_00087	Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Nephtys	Nephtys_sp.
ASV_00088	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_danicus
ASV_00089	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
ASV_00090	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
ASV_00091	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
ASV_00092	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_sp.
ASV_00093	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_rotula
ASV_00094	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
ASV_00095	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X	Telonemia-Group-1_X_sp.
ASV_00096	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
ASV_00097	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_00098	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	NA	NA
ASV_00099	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
ASV_00100	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_sp.
ASV_00101	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
ASV_00102	Eukaryota	Stramenopiles	Sagenista	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XXX	MAST-6_XXX_sp.
ASV_00103	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	NA
ASV_00104	Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Leucocryptos	Leucocryptos_marina
ASV_00105	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Ditylum	Ditylum_brightwellii
ASV_00106	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	NA	NA
ASV_00107	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliformidae_X	Botuliformidae_X_sp.
ASV_00108	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
ASV_00109	Eukaryota	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	NA	NA
ASV_00110	Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
ASV_00111	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
ASV_00112	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	NA	NA	NA
ASV_00113	Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Labyrinthulida	Labyrinthulaceae	Aplanochytrium	Aplanochytrium_sp.
ASV_00114	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Dictyochales	Dictyocha	Dictyocha_speculum
ASV_00115	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_profunda
ASV_00116	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
ASV_00117	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	Temora_longicornis
ASV_00118	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	NA	NA	NA
ASV_00119	Eukaryota	Archaeplastida	Chlorophyta	Prasino-Clade-VIII	Prasino-Clade-VIII_X	Prasino-Clade-VIII_XX	Prasino-Clade-VIII_XXX	Prasino-Clade-VIII_XXX_sp.
ASV_00120	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex
ASV_00121	Eukaryota	Stramenopiles	Pseudofungi	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia_Clade__XXX	Pirsonia_Clade__XXX_sp.
ASV_00122	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	Biecheleria_sp.
ASV_00123	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pterospermaceae	Pterosperma	Pterosperma_cristatum
ASV_00124	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Teleaulax	Teleaulax_gracilis
ASV_00125	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	NA
ASV_00126	Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_pusilla
ASV_00127	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_tenera
ASV_00128	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_cordatum
ASV_00129	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00130	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	NA	NA
ASV_00131	Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Picochlorum	Picochlorum_sp.
ASV_00132	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_diadema_1
ASV_00133	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.
ASV_00134	Eukaryota	Stramenopiles	Sagenista	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XXX	MAST-6_XXX_sp.
ASV_00135	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_debilis_1
ASV_00136	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
ASV_00137	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Choreotrichida_X	Choreotrichida_XX	Choreotrichida_XX_sp.
ASV_00138	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Eurychasmales	Eurychasma	Eurychasma_dicksonii
ASV_00139	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
ASV_00140	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00141	Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	TIN_04	Tintinnopsis_04	Tintinnopsis_parvula
ASV_00142	Eukaryota	Stramenopiles	Ochrophyta	Dictyochophyceae	Dictyochophyceae_X	Florenciellales	Florenciella	Florenciella_parvula
ASV_00143	Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Haptolina	Haptolina_sp.
ASV_00144	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_punctigera
ASV_00145	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Chaetoceros	Chaetoceros_sp.
ASV_00146	Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae_X	NPK2-lineage	NPK2-lineage_X	NPK2-lineage_X_sp.
ASV_00147	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	NA
ASV_00148	Eukaryota:nucl	Hacrobia:nucl	Cryptophyta:nucl	Cryptophyceae:nucl	Cryptomonadales:nucl	Hemiselmidaceae:nucl	Hemiselmis:nucl	Hemiselmis_sp.:nucl
ASV_00149	Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Acanthoecida_X	Acanthoecida_XX	Acanthoecida_XX_sp.
ASV_00150	Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
ASV_00151	Eukaryota	Archaeplastida	Prasinodermophyta	Prasinodermophyceae	Prasinodermales	Prasinodermaceae	Prasinodermaceae_X	Prasinodermaceae_X_sp.
ASV_00152	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Marimonadida	Marimonadida_X	Marimonadida_XX	Marimonadida_XX_sp.
ASV_00153	Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Teleaulax	Teleaulax_acuta
ASV_00154	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
ASV_00155	Eukaryota	Alveolata	Dinoflagellata	Noctilucophyceae	Noctilucales	Noctilucaceae	Noctiluca	Noctiluca_scintillans
ASV_00156	Eukaryota	Rhizaria	Cercozoa	Cercozoa_X	Cercozoa_XX	Cercozoa_XXX	Cercozoa_XXXX	Cercozoa_XXXX_sp.
ASV_00157	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Brockmanniella	Brockmanniella brockmannii
ASV_00158	Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pycnococcaceae_X	Pycnococcaceae_X_sp.
ASV_00159	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Cylindrotheca	Cylindrotheca_sp.
ASV_00160	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_00161	Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_1	Abeoformidae_Group_MAIP_1_X	Abeoformidae_Group_MAIP_1_X_sp.
ASV_00162	Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
ASV_00163	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_00164	Eukaryota	Stramenopiles	Pseudofungi	Oomycota	Oomycota_X	Oomycota_XX	Oomycota_XXX	Oomycota_XXX_sp.
ASV_00165	Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	NA	NA	NA	NA
ASV_00166	Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Paracalanus	Paracalanus_parvus
ASV_00167	Eukaryota	Hacrobia	Centroheliozoa	Centroheliozoa_X	Centroheliozoa_XX	Centroheliozoa_XXX	Centroheliozoa_XXXX	Centroheliozoa_XXXX_sp.
ASV_00168	Eukaryota	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycotina	Chytridiomycetes	Rhyzophidiales_X	Rhyzophidiales_X_sp.
ASV_00169	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
ASV_00170	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
ASV_00171	Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
ASV_00172	Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Ctenophora_XXX	Ctenophora_XXX_sp.
ASV_00173	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
ASV_00174	Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Pseudo-nitzschia	Pseudo-nitzschia_delicatissima
ASV_00175	Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Filosa-Thecofilosea_X	Mataza-lineage	Mataza-lineage_X	Mataza-lineage_X_sp.
ASV_00176	Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-1	Telonemia-Group-1_X	Telonemia-Group-1_X_sp.
